BPSno,OccurredDate,OfficerAge,OfficerYearsEmployed,OfficerAssignment,CitizenAge,CitizenRace,CitizenSex,OfficerRace,OfficerSex,ReportNumber,ReceivedDate,Month,Year,OfficerDivision,CitizenInjury,ForceEffective,Active Resistance,Physical Aggression,Non Compliance,Deadly Weapon,Assault,Fleeing,Passive Resistance,Not Noted,OfficerInjury,ForceType
UOF18-166,2018-06-14,20-29,0-5 yrs,South County Precinct,20-29,White,Male,White,Male,18-30428,2018-06-14,6,2018,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF18-168,2018-06-17,20-29,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,White,Male,18-30944,2018-06-17,6,2018,Special Operations,No injuries noted or visible,Yes,0,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF18-207,2018-06-24,20-29,0-5 yrs,South County Precinct,20-29,White,Male,White,Male,18-32141,2018-06-24,6,2018,Patrol,No injuries noted or visible,No,1,1,0,0,1,0,0,0,No injuries noted or visible,Physical (Striking)
UOF18-207,2018-06-24,20-29,0-5 yrs,South County Precinct,20-29,White,Male,White,Male,18-32141,2018-06-24,6,2018,Patrol,No injuries noted or visible,No,1,1,0,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-207,2018-06-24,20-29,0-5 yrs,South County Precinct,20-29,White,Male,White,Male,18-32141,2018-06-24,6,2018,Patrol,No injuries noted or visible,No,1,1,0,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-207,2018-06-24,20-29,0-5 yrs,South County Precinct,20-29,White,Male,White,Male,18-32141,2018-06-24,6,2018,Patrol,No injuries noted or visible,No,1,1,0,0,1,0,0,0,No injuries noted or visible,Physical (Striking)
UOF18-207,2018-06-24,20-29,0-5 yrs,South County Precinct,20-29,White,Male,White,Male,18-32141,2018-06-24,6,2018,Patrol,No injuries noted or visible,Yes,1,1,0,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-185,2018-06-28,20-29,0-5 yrs,City Of Jennings Precinct,20-29,Black,Female,White,Male,18-32870,2018-06-28,6,2018,Patrol,No injuries noted or visible,Yes,1,0,0,0,1,0,0,0,No injuries noted or visible,Pepper Spray
UOF18-180,2018-06-29,30-39,0-5 yrs,Special Response Unit,20-29,Black,Male,Black,Male,18-33237,2018-06-29,6,2018,Special Operations,Minor Injury,Yes,1,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-196,2018-07-01,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-33456,2018-06-30,6,2018,Patrol,Minor Injury,No,1,1,1,0,0,0,0,0,Minor,Physical Restraint
UOF18-196,2018-07-01,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-33456,2018-06-30,6,2018,Patrol,Minor Injury,No,1,1,1,0,0,0,0,0,Minor,Physical Restraint
UOF18-196,2018-07-01,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-33456,2018-06-30,6,2018,Patrol,Minor Injury,No,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-196,2018-07-01,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-33456,2018-06-30,6,2018,Patrol,Minor Injury,No,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-171,2018-07-02,20-29,0-5 yrs,Central County Precinct,20-29,Black,Male,White,Male,18-33628,2018-07-02,7,2018,Patrol,Minor Injury,No,0,0,1,0,0,1,1,0,No injuries noted or visible,Physical Restraint
UOF18-178,2018-07-02,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-33754,2018-07-02,7,2018,Patrol,No injuries noted or visible,Limited,1,1,1,0,1,1,0,0,No injuries noted or visible,Taser
UOF18-197,2018-07-14,30-39,0-5 yrs,City Of Jennings Precinct,20-29,Black,Male,White,Male,18-035817,2018-07-14,7,2018,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,1,1,0,No injuries noted or visible,Physical Restraint
UOF18-193,2018-07-15,20-29,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,White,Male,18-35936,2018-07-15,7,2018,Special Operations,No injuries noted or visible,Yes,0,1,1,0,1,0,0,0,No injuries noted or visible,Pepper Spray
UOF18-209,2018-07-15,30-39,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-35989,2018-07-15,7,2018,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-209,2018-07-15,30-39,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-35989,2018-07-15,7,2018,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Taser
UOF18-209,2018-07-15,30-39,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-35989,2018-07-15,7,2018,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-234,2018-07-13,30-39,0-5 yrs,Affton Southwest Precinct,20-29,White,Male,White,Male,18-35716,2018-07-15,7,2018,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-234,2018-07-13,20-29,0-5 yrs,Affton Southwest Precinct,20-29,White,Male,White,Female,18-35716,2018-07-15,7,2018,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-204,2018-08-02,20-29,0-5 yrs,City Of Jennings Precinct,20-29,Black,Male,White,Male,18-39068,2018-08-02,8,2018,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Taser
UOF18-222,2018-08-04,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-39639,2018-08-04,8,2018,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-222,2018-08-04,40-49,0-5 yrs,North County Precinct,20-29,Black,Male,Black,Male,18-39639,2018-08-04,8,2018,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-214,2018-08-08,20-29,0-5 yrs,City Of Jennings Precinct,20-29,Black,Male,White,Male,18-40200,2018-08-08,8,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,1,0,0,0,No injuries noted or visible,Pepper Spray
UOF18-225,2018-08-09,30-39,0-5 yrs,Affton Southwest Precinct,20-29,White,Male,White,Female,18-40518,2018-08-09,8,2018,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Other
UOF18-225,2018-08-09,30-39,0-5 yrs,Affton Southwest Precinct,20-29,White,Male,White,Female,18-40518,2018-08-09,8,2018,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-212,2018-08-10,30-39,0-5 yrs,Affton Southwest Precinct,20-29,Bosnian,Male,White,Male,18-40770,2018-08-11,8,2018,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Taser
UOF18-252,2018-08-31,30-39,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-44387,2018-08-31,8,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,Minor,Physical (Striking)
UOF18-252,2018-08-31,30-39,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-44387,2018-08-31,8,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,Minor,Physical Restraint
UOF18-252,2018-08-31,30-39,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-44387,2018-08-31,8,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,Minor,Taser
UOF18-252,2018-08-31,30-39,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-44387,2018-08-31,8,2018,Patrol,Minor Injury,Yes,1,1,1,0,1,1,0,0,Minor,Physical Restraint
UOF18-252,2018-08-31,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-44387,2018-08-31,8,2018,Patrol,Minor Injury,Yes,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-252,2018-08-31,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,Black,Male,18-44387,2018-08-31,8,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Baton
UOF18-252,2018-08-31,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,Black,Male,18-44387,2018-08-31,8,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Taser
UOF18-252,2018-08-31,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,Black,Male,18-44387,2018-08-31,8,2018,Patrol,Minor Injury,Yes,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-261,2018-09-01,30-39,0-5 yrs,Affton Southwest Precinct,20-29,White,Male,White,Male,18-44647,2018-09-01,9,2018,Patrol,Minor Injury,Yes,0,0,0,0,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF18-247,2018-09-19,30-39,0-5 yrs,Intelligence Unit,20-29,White,Unknown,White,Male,18-47971,2018-09-19,9,2018,Chief's Office,Minor Injury,Yes,0,0,1,0,0,1,0,0,No injuries noted or visible,Physical (Striking)
UOF18-255,2018-09-20,40-49,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,Hispanic,Male,18-48173,2018-09-20,9,2018,Special Operations,No injuries noted or visible,Yes,0,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF18-255,2018-09-20,30-39,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,White,Male,18-48173,2018-09-20,9,2018,Special Operations,No injuries noted or visible,Yes,0,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF18-277,2018-09-23,20-29,0-5 yrs,Central County Precinct,20-29,Black,Male,White,Male,18-48664,2018-09-23,9,2018,Patrol,Minor Injury,Yes,0,1,1,0,0,1,0,0,No injuries noted or visible,Taser
UOF18-268,2018-10-10,40-49,0-5 yrs,City Of Fenton Precinct,20-29,Black,Female,White,Male,18-051594,2018-10-10,10,2018,Patrol,Minor Injury,Yes,1,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-006,2018-10-15,20-29,0-5 yrs,Affton Southwest Precinct,20-29,White,Male,White,Female,18-52487,2018-10-15,10,2018,Patrol,Minor Injury,No,1,1,0,0,1,0,0,0,Minor,Pepper Spray
UOF19-006,2018-10-15,20-29,0-5 yrs,Affton Southwest Precinct,20-29,White,Male,White,Male,18-52487,2018-10-15,10,2018,Patrol,Minor Injury,Yes,1,1,0,0,1,0,0,0,No injuries noted or visible,Physical (Striking)
UOF19-007,2018-10-16,30-39,0-5 yrs,Affton Southwest Precinct,20-29,White,Male,White,Male,18-52487,2018-10-16,10,2018,Patrol,Minor Injury,Yes,0,1,0,0,1,0,0,0,No injuries noted or visible,Physical (Striking)
UOF19-007,2018-10-16,30-39,0-5 yrs,Affton Southwest Precinct,20-29,White,Male,White,Male,18-52487,2018-10-16,10,2018,Patrol,Minor Injury,Yes,0,1,0,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-279,2018-10-18,30-39,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,White,Male,18-52995,2018-10-18,10,2018,Special Operations,Minor Injury,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-281,2018-10-29,30-39,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,White,Male,18-55038,2018-10-29,10,2018,Special Operations,Minor Injury,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-294,2018-10-30,20-29,0-5 yrs,South County Precinct,20-29,White,Male,White,Male,18-55071,2018-10-30,10,2018,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-294,2018-10-30,40-49,0-5 yrs,South County Precinct,20-29,White,Male,White,Male,18-55071,2018-10-30,10,2018,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-053,2018-11-01,30-39,0-5 yrs,Central County Precinct,20-29,Black,Male,White,Male,18-55583,2018-11-01,11,2018,Patrol,No injuries noted or visible,No,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-053,2018-11-01,30-39,0-5 yrs,Central County Precinct,20-29,Black,Male,White,Male,18-55583,2018-11-01,11,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Taser
UOF19-053,2018-11-01,20-29,0-5 yrs,Central County Precinct,20-29,Black,Male,Hispanic,Male,18-55583,2018-11-01,11,2018,Patrol,No injuries noted or visible,No,1,1,1,0,0,0,0,0,Minor,Physical Restraint
UOF19-053,2018-11-01,20-29,0-5 yrs,Central County Precinct,20-29,Black,Male,Hispanic,Male,18-55583,2018-11-01,11,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,Minor,Taser
UOF18-286,2018-11-05,20-29,0-5 yrs,Affton Southwest Precinct,20-29,White,Male,White,Male,18-56281,2018-11-05,11,2018,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,0,1,0,No injuries noted or visible,Other
UOF19-002,2018-11-17,30-39,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-58141,2018-11-17,11,2018,Patrol,Not Specified,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-002,2018-11-17,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,Black,Male,18-58141,2018-11-17,11,2018,Patrol,Not Specified,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Taser
UOF18-295,2018-11-19,30-39,0-5 yrs,Special Response Unit,20-29,Black,Male,Black,Male,18-58484,2018-11-19,11,2018,Special Operations,Minor Injury,Yes,0,0,1,0,0,0,1,0,Minor,Physical (Striking)
UOF18-289,2018-11-26,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-59523,2018-11-26,11,2018,Patrol,No injuries noted or visible,Yes,0,1,1,0,0,0,0,0,No injuries noted or visible,Taser
UOF19-009,2018-12-02,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-60640,2018-12-02,12,2018,Patrol,Minor Injury,No,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-044,2018-12-02,20-29,0-5 yrs,Central County Precinct,20-29,Black,Male,Hispanic,Male,18-60740,2018-12-02,12,2018,Patrol,Not Specified,Yes,0,0,1,0,0,0,0,0,Not Specified,Physical Restraint
UOF19-044,2018-12-02,20-29,0-5 yrs,Central County Precinct,20-29,Black,Male,White,Male,18-60740,2018-12-02,12,2018,Patrol,Not Specified,Yes,0,0,1,0,0,0,0,0,Not Specified,Physical Restraint
UOF19-044,2018-12-02,20-29,0-5 yrs,Central County Precinct,20-29,Black,Male,White,Male,18-60740,2018-12-02,12,2018,Patrol,Not Specified,Yes,0,0,1,0,0,0,0,0,Not Specified,Physical Restraint
UOF19-016,2018-12-06,30-39,0-5 yrs,South County Precinct,20-29,Black,Male,White,Male,18-61310,2018-12-06,12,2018,Patrol,No injuries noted or visible,No,1,0,1,0,1,0,1,0,No injuries noted or visible,Physical Restraint
UOF19-016,2018-12-06,20-29,0-5 yrs,South County Precinct,20-29,Black,Male,White,Male,18-61310,2018-12-06,12,2018,Patrol,No injuries noted or visible,No,1,0,1,0,1,0,1,0,No injuries noted or visible,Physical Restraint
UOF19-016,2018-12-06,20-29,0-5 yrs,South County Precinct,20-29,Black,Male,White,Male,18-61310,2018-12-06,12,2018,Patrol,No injuries noted or visible,No,1,0,1,0,1,0,1,0,No injuries noted or visible,Physical Restraint
UOF19-022,2018-12-11,20-29,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,White,Male,18-62262,2018-12-11,12,2018,Special Operations,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical (Striking)
UOF19-022,2018-12-11,20-29,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,White,Male,18-62262,2018-12-11,12,2018,Special Operations,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-022,2018-12-11,30-39,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,White,Male,18-62262,2018-12-11,12,2018,Special Operations,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-028,2018-12-18,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,Black,Female,18-63566,2018-12-18,12,2018,Patrol,No injuries noted or visible,No,0,0,1,0,0,1,0,0,No injuries noted or visible,Taser
UOF19-013,2018-12-22,20-29,0-5 yrs,North County Precinct,20-29,Black,Female,White,Male,18-64387,2018-12-22,12,2018,Patrol,No injuries noted or visible,Limited,0,1,0,0,0,0,0,0,No injuries noted or visible,Taser
UOF19-013,2018-12-22,20-29,0-5 yrs,North County Precinct,20-29,Black,Female,White,Male,18-64387,2018-12-22,12,2018,Patrol,No injuries noted or visible,Yes,0,1,0,0,0,0,0,0,No injuries noted or visible,Taser
UOF19-055,2018-12-23,20-29,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,White,Male,18-64535,2018-12-23,12,2018,Special Operations,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-055,2018-12-23,20-29,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,White,Male,18-64535,2018-12-23,12,2018,Special Operations,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-038,2018-12-25,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-64756,2018-12-25,12,2018,Patrol,No injuries noted or visible,Yes,0,0,1,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-038,2018-12-25,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-64756,2018-12-25,12,2018,Patrol,No injuries noted or visible,Yes,0,0,1,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-038,2018-12-25,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-64756,2018-12-25,12,2018,Patrol,No injuries noted or visible,Yes,0,0,1,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-038,2018-12-25,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,18-64756,2018-12-25,12,2018,Patrol,No injuries noted or visible,Yes,0,0,1,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-024,2019-01-03,20-29,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,White,Male,19-503,2019-01-03,1,2019,Special Operations,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-024,2019-01-03,20-29,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,White,Male,19-503,2019-01-03,1,2019,Special Operations,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-024,2019-01-03,20-29,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,White,Male,19-503,2019-01-03,1,2019,Special Operations,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,Minor,Physical Restraint
UOF19-024,2019-01-03,20-29,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,White,Male,19-503,2019-01-03,1,2019,Special Operations,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-030,2019-01-04,30-39,0-5 yrs,City Of Jennings Precinct,20-29,Black,Male,White,Male,19-641,2019-01-04,1,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-069,2019-01-07,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,19-1153,2019-01-07,1,2019,Patrol,Minor Injury,No,1,1,0,0,0,0,1,0,No injuries noted or visible,Other
UOF19-069,2019-01-07,20-29,0-5 yrs,North County Precinct,20-29,Black,Male,White,Male,19-1153,2019-01-07,1,2019,Patrol,Minor Injury,No,1,1,0,0,0,0,1,0,No injuries noted or visible,Physical (Striking)
UOF19-069,2019-01-07,30-39,0-5 yrs,North County Precinct,20-29,Black,Male,Black,Male,19-1153,2019-01-07,1,2019,Patrol,Minor Injury,Yes,1,1,0,0,0,0,1,0,No injuries noted or visible,Taser
UOF19-088,2019-01-08,30-39,0-5 yrs,Drug Enforcement,20-29,Black,Male,White,Male,19-1372,2019-01-08,1,2019,Criminal Investigation,Minor Injury,Yes,0,0,1,0,1,0,0,0,No injuries noted or visible,Taser
UOF19-050,2019-01-15,20-29,0-5 yrs,South County Precinct,20-29,White,Male,White,Male,19-2404,2019-01-15,1,2019,Patrol,No injuries noted or visible,No,1,0,1,0,0,0,0,0,Minor,Taser
UOF19-050,2019-01-15,20-29,0-5 yrs,South County Precinct,20-29,White,Male,White,Male,19-2404,2019-01-15,1,2019,Patrol,No injuries noted or visible,No,1,0,1,0,0,0,0,0,Minor,Physical (Striking)
UOF19-050,2019-01-15,20-29,0-5 yrs,South County Precinct,20-29,White,Male,White,Male,19-2404,2019-01-15,1,2019,Patrol,No injuries noted or visible,No,1,0,1,0,0,0,0,0,Minor,Physical (Striking)
UOF19-050,2019-01-15,20-29,0-5 yrs,South County Precinct,20-29,White,Male,White,Male,19-2404,2019-01-15,1,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,Minor,Physical Restraint
UOF19-101,2019-01-18,20-29,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,White,Male,19-3094,2019-01-18,1,2019,Special Operations,No injuries noted or visible,Yes,0,0,1,0,0,1,0,0,Minor,Physical Restraint
UOF19-101,2019-01-18,20-29,0-5 yrs,Bureau Of Transit Police,20-29,Black,Male,White,Male,19-3094,2019-01-18,1,2019,Special Operations,No injuries noted or visible,Yes,0,0,1,0,0,1,0,0,Minor,Physical Restraint
UOF19-056,2019-01-19,20-29,0-5 yrs,City Of Jennings Precinct,20-29,Black,Male,White,Male,19-3267,2019-01-19,1,2019,Patrol,Minor Injury,No,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-056,2019-01-19,20-29,0-5 yrs,City Of Jennings Precinct,20-29,Black,Male,White,Male,19-3267,2019-01-19,1,2019,Patrol,Minor Injury,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Taser
UOF19-066,2019-01-28,30-39,0-5 yrs,City Of Fenton Precinct,20-29,White,Male,White,Male,19-4650,2019-01-28,1,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical (Striking)
UOF19-066,2019-01-28,30-39,0-5 yrs,City Of Fenton Precinct,20-29,White,Male,White,Male,19-4650,2019-01-28,1,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
